"AgeRange","AvatarId","FacebookUid","FastestResponse","Gender","HighScore","LifetimeScore","Locale","Recordings","UserId"
"05/12/1992","1080","636930163","1027","female","15922","15922","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","419"
"08/26/1987","1080","100004026790741","1502","male","0","1502","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","420"
"unavailable","1080","636666928","0","male","14911","107772","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","421"
"07/04/1981","1080","100004136053247","1167","male","17408","17408","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","422"
"07/12/1994","1080","774010991","","female","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","423"
"02/24/1948","1080","571334747","444","unavailable","18755","243370","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","424"
"04/08/1994","1080","100000065658407","890","male","16829","49755","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","425"
"01/17/1990","1080","583655391","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","426"
"unavailable","1080","704880112","0","female","19104","180976","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","427"
"06/19/1985","1080","120401119","1425","female","17806","17806","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","428"
"09/10/1974","1080","629925680","1753","unavailable","0","1753","Beaumont, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","429"
"06/26/1981","1080","611109934","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","430"
"06/26/1981","1080","611109934","1028","female","0","7133","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","431"
"11/07/1978","1080","694455099","1015","male","19315","180960","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","432"
"10/15/1968","1080","552542822","1143","female","19537","145626","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","433"
"09/17/1963","1080","100001863157801","881","male","16880","16880","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","434"
"04/16/1930","1080","100002446892375","215","male","11642","11642","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","435"
"unavailable","1080","100002649047320","0","male","14860","16291","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","436"
"unavailable","1080","100003778424642","0","male","15047","119005","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","437"
"07/16/1981","1080","732570397","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","438"
"01/13/1979","1080","560211365","1100","female","18404","87218","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","439"
"11/10/1973","1080","1205895621","994","female","17499","48153","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","440"
"07/18/1979","1080","791865390","","female","0","0","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","441"
"02/25/1978","1080","550396878","0","male","15342","122055","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","442"
"01/15/1965","1080","612481417","0","unavailable","17423","59542","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","443"
"12/08/1977","1080","1169207904","0","female","16090","209768","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","444"
"01/19/1956","1080","732656006","1276","female","18927","35965","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","445"
"05/25/1980","1080","100000691597160","348","male","16019","28859","Kuwait City","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","446"
"unavailable","1080","100000783385524","1118","male","18835","93757","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","447"
"01/15/1974","1080","100003986878145","823","female","0","4156","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","448"
"12/21/1961","1080","100002580874667","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","449"
"12/21/1961","1080","100002580874667","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","450"
"unavailable","1080","585526562","0","male","0","10650","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","451"
"12/17/1966","1080","651025671","312","female","18886","137545","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","452"
"unavailable","1080","650611076","1391","female","17233","17233","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","453"
"01/29/1972","1080","891065452","0","male","18919","359372","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","454"
"unavailable","1080","1512634603","759","female","18237","66712","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","455"
"01/27/1955","1080","627166261","0","female","17083","112987","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","456"
"03/20/1953","1080","617730912","782","unavailable","14949","18532","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","457"
"unavailable","1080","1276582198","743","male","18700","32435","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","458"
"unavailable","1080","1830545461","0","female","13520","60987","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","459"
"unavailable","1080","100000931307653","781","male","16377","16377","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","460"
"02/26/1950","1080","702908550","0","male","14965","43742","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","461"
"unavailable","1080","100002916512124","679","female","14722","28500","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","462"
"06/11/1949","1080","100003281076956","1604","male","0","3271","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","463"
"09/10/1965","1080","518777443","0","female","17077","97516","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","464"
"07/01/1946","1080","1519413464","1446","female","18041","21357","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","465"
"unavailable","1080","100001358676749","0","female","18084","36834","Baguio City","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","466"
"unavailable","1080","609505139","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","467"
"01/01/1970","1080","584952434","725","male","17207","56895","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","468"
"10/21/1979","1080","585455903","0","female","17556","104905","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","469"
"08/14/1958","1080","1054094797","1328","male","18101","35913","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","470"
"11/09/1956","1080","664804014","0","female","18006","55816","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","471"
"unavailable","1080","100000069074081","528","male","17572","138527","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","472"
"03/22/1951","1080","560850947","682","unavailable","18100","81498","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","473"
"05/19/1985","1080","517498887","1548","male","17550","17550","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","474"
"unavailable","1080","580276757","0","unavailable","12627","24647","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","475"
"09/12/1976","1080","777660122","1629","female","18053","23452","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","476"
"12/22/1991","1080","100003274417322","1169","male","16447","16447","Calgary, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","477"
"unavailable","1080","530440666","686","female","0","9610","Fort Smith, Northwest Territories","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","478"
"unavailable","1080","1235517681","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","479"
"06/18/1989","1080","676826851","1427","female","17472","20898","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","480"
"02/27/1983","1080","607125682","606","male","17004","49422","Toronto, Ontario","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","481"
"08/09/1968","1080","686792002","1238","female","16564","16564","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","482"
"11/15/1982","1080","100003961084007","","male","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","483"
"01/13/1957","1080","1772775030","0","male","17918","100078","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","484"
"unavailable","1080","100001187777137","1089","male","19075","50967","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","485"
"02/06/1987","1080","100003075645170","94","female","16685","116500","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","486"
"02/17/1987","1080","849985234","1138","female","18081","55696","Devon, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","487"
"01/04/1980","1080","686725272","1013","male","16727","32325","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","488"
"06/01/1961","1080","100001714500374","1179","female","19122","108665","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","489"
"11/02/1970","1080","100000616231366","882","male","14648","14648","Calgary, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","490"
"11/07/1996","1080","724154198","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","491"
"08/07/1979","1080","570228195","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","492"
"02/14/1996","1080","100000135315280","0","female","18866","57326","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","493"
"unavailable","1080","616513680","0","female","16542","22556","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","494"
"06/14/1967","1080","682952186","0","female","9698","9698","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","495"
"10/25/1965","1080","791364450","","male","0","0","Airdrie, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","496"
"10/20/1962","1080","684965801","0","female","15690","39438","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","497"
"07/04/1947","1080","1212871241","0","female","16726","125310","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","498"
"10/05/1970","1080","1347054154","0","male","18248","106806","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","499"
"unavailable","1080","100000511754780","0","female","10832","31878","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","500"
"04/28/1990","1080","668796604","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","501"
"08/25/1980","1080","682731396","0","male","18660","116568","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","502"
"04/24/1991","1080","1140997879","0","male","9094","9094","Africa, Esmeraldas, Ecuador","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","503"
"01/22/1997","1080","100002117774980","572","male","0","572","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","504"
"unavailable","1080","1475417584","1050","female","15318","15318","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","505"
"05/20/1995","1080","1485592443","0","male","15688","28124","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","506"
"unavailable","1080","100001138352639","0","male","7594","7594","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","507"
"09/14/1983","1080","729640491","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","508"
"09/14/1983","1080","729640491","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","509"
"04/05/1953","1080","1510187508","0","female","10864","19900","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","510"
"01/06/1945","1080","100002292787931","0","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","511"
"09/03/1967","1080","763258008","0","male","17474","59738","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","512"
"10/31/1978","1080","697685090","0","female","15300","24892","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","513"
"01/26/1973","1080","1465609293","0","male","0","3918","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","514"
"08/01/1965","1080","531770271","0","female","17178","32748","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","515"
"07/17/1942","1080","100004843680989","0","male","4878","4878","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","516"
"unavailable","1080","100001448963605","0","male","0","1340","Dryden, Texas","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","517"
"04/11/1967","1080","715726242","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","518"
"04/11/1967","1080","715726242","842","female","13660","13660","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","519"
"10/06/1952","1080","687171920","0","female","17822","96694","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","520"
"12/18/1995","1080","100003314686433","112","male","10124","10124","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","521"
"unavailable","1080","100003312143265","0","female","7388","7388","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","522"
"10/31/1976","1080","571417208","468","male","13912","25680","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","523"
"11/26/1987","1080","589775789","0","male","15388","48932","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","524"
"05/20/1986","1080","537805102","0","male","15016","40430","Toronto, Ontario","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","525"
"12/22/1949","1080","1465012228","0","male","9134","27442","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","526"
"06/16/1976","1080","534876728","0","male","16604","51456","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","527"
"unavailable","1080","100000643645347","0","female","17472","136998","Cold Lake, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","528"
"08/16/1959","1080","739803184","0","female","6994","6994","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","529"
"12/03/1993","1080","533429221","152","male","13682","13682","Morinville, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","530"
"01/05/1976","1080","100001904169148","0","male","13950","37080","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","531"
"05/13/1980","1080","653640397","0","female","9196","9196","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","532"
"07/04/1986","1080","121403809","308","female","16076","42692","Sherwood Park, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","533"
"05/03/1960","1080","533978707","0","female","10026","10026","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","534"
"01/22/1976","1080","100002442908201","0","female","14270","48136","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","535"
"12/30/1947","1080","625450000","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","536"
"06/16/1980","1080","641591013","0","male","16906","41972","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","537"
"06/24/1953","1080","575170935","336","male","11916","23100","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","538"
"03/12/1991","1080","620600140","620","male","16402","30566","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","539"
"01/01/1962","1080","1295465753","0","female","0","250","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","540"
"unavailable","1080","1167019449","100","female","14000","23444","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","541"
"unavailable","1080","550525369","0","female","13326","25666","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","542"
"12/10/1952","1080","645964782","226","female","11382","11382","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","543"
"06/07/1934","1080","100005833838392","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","544"
"02/13/1949","1080","647337344","120","male","15932","26092","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","545"
"01/24/1975","1080","100000518410281","0","female","14514","30856","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","546"
"12/21/1984","1080","537635545","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","547"
"12/21/1984","1080","537635545","406","male","13262","13262","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","548"
"01/01/1990","1080","100003103948988","118","male","12582","12582","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","549"
"12/03/1990","1080","642376577","0","male","17648","61440","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","550"
"02/05/1959","1080","730755736","0","female","9802","9802","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","551"
"unavailable","1080","1198930996","0","male","17362","272960","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","552"
"02/14/1926","1080","1272230018","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","553"
"07/03/1969","1080","100002915229322","346","female","13854","13854","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","554"
"07/07/1959","1080","787252064","0","female","12564","24510","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","555"
"unavailable","1080","595106735","0","unavailable","9410","9410","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","556"
"02/08/1972","1080","660577512","0","female","14204","27028","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","557"
"12/09/1981","1080","526550727","0","female","17484","69366","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","558"
"unavailable","1080","539235029","0","unavailable","11544","11544","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","559"
"06/15/1965","1080","681826581","0","male","10372","10372","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","560"
"04/22/1976","1080","1511655510","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","561"
"unavailable","1080","1505417849","0","female","8084","12342","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","562"
"unavailable","1080","100001904684756","0","male","17718","77164","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","563"
"12/06/1979","1080","738150020","0","female","13856","25868","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","564"
"10/18/1992","1080","100000918167621","0","male","0","3596","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","565"
"06/08/1941","1080","1700205282","552","male","11580","11580","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","566"
"08/22/1948","1080","100003062511623","370","male","19106","144226","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10336"
"02/15/1971","1080","523171069","0","female","17418","52132","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10337"
"03/14/1978","1080","809355313","58","male","0","5566","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10338"
"01/01/1979","1080","100000939557913","0","male","16502","56436","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10339"
"06/01/1966","1080","543001536","0","female","17804","57854","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10340"
"08/28/1981","1080","622071955","566","female","15612","28796","Fort Saskatchewan, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10341"
"06/07/1983","1080","647081997","126","female","14664","38592","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10342"
"10/27/1972","1080","100000145761337","0","male","13168","38056","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10343"
"04/04/1950","1080","100005216381995","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10344"
"01/01/1968","1080","100001063627781","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10345"
"01/01/1968","1080","100001063627781","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10346"
"11/23/1976","1080","1203013655","","male","0","0","Burnaby, British Columbia","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10347"
"unavailable","1080","729101405","0","male","13672","36950","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10348"
"06/03/1992","1080","606366188","0","female","18186","313018","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10349"
"02/03/1983","1080","700571335","0","female","13262","46536","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10350"
"08/31/1987","1080","676103121","0","female","9200","9200","Moncton, New Brunswick","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10351"
"09/29/1974","1080","575252675","0","female","18744","221550","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10352"
"03/09/1984","1080","120408201","254","female","14664","29306","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10353"
"12/14/1948","1080","527864547","0","unavailable","11360","14618","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10354"
"05/13/1955","1080","1167745826","0","female","14852","16592","Calgary, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10355"
"08/19/1988","1080","100002301046884","0","male","7558","7558","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10356"
"08/08/1943","1080","100005831381879","0","female","10008","10008","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10357"
"12/19/1985","1080","711325219","0","female","16410","58082","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10358"
"04/07/1992","1080","634737820","0","male","14570","35822","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10359"
"08/14/1966","1080","1282374413","","male","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10360"
"10/01/1956","1080","621424516","","female","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10361"
"unavailable","1080","1390200517","0","female","18290","317544","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10362"
"10/31/1960","1080","1453070483","0","female","11846","20264","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10363"
"07/20/1972","1080","650180588","0","male","17076","38586","Halifax, Nova Scotia","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10364"
"06/07/1973","1080","614226012","0","male","14980","40160","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10365"
"03/20/1967","1080","100001923360189","354","female","13226","13226","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10366"
"unavailable","1080","1117856265","1106","male","16922","16922","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10367"
"03/11/1944","1080","100005029302518","0","female","17900","98548","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10368"
"08/19/1992","1080","1542698695","0","female","14870","60900","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10369"
"08/27/1992","1080","100000593349667","0","male","13574","45878","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10370"
"07/10/1969","1080","100002255606574","602","male","18678","33948","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10371"
"unavailable","1080","100003909933724","","female","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10372"
"09/01/1953","1080","100001414501557","334","female","10374","10374","Lethbridge, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10373"
"02/18/1976","1080","637572278","0","female","18232","104436","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10374"
"07/15/1982","1080","878300000","982","male","13610","13610","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10375"
"07/15/1989","1080","512196082","0","female","17080","79116","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10376"
"02/05/1967","1080","618276015","0","male","15582","26744","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10377"
"unavailable","1080","100000259363895","0","male","11630","11630","Edson, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10378"
"08/11/1960","1080","638991891","0","female","0","1380","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10379"
"06/08/1957","1080","100000253018127","0","male","11572","34048","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10380"
"07/03/1976","1080","715897111","0","female","14140","14140","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10381"
"01/01/1905","1080","542100960","0","female","11548","45062","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10382"
"12/30/1949","1080","100000447553628","0","male","16076","42488","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10383"
"06/28/1997","1080","100002635796546","0","male","17492","49614","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10384"
"unavailable","1080","100002635796546","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10385"
"01/26/1950","1080","100000382318185","0","male","12342","23064","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10386"
"07/08/1982","1080","768620222","","male","0","0","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10387"
"08/14/1981","1080","1680020103","","male","0","0","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10388"
"03/17/1983","1080","100001611872994","0","female","12928","24712","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10389"
"03/13/1997","1080","100002086255480","4","male","15954","40986","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10390"
"05/10/1989","1080","731095281","138","male","17988","45084","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10391"
"01/12/1980","1080","100002619698125","0","male","5724","5724","unavailable","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10392"
"04/20/1961","1080","595127410","0","unavailable","10604","10604","Edmonton, Alberta","System.Collections.Generic.HashSet`1[Ots.Game.Data.Recording]","10393"
